"id";"sn";"fn";"ln";"no";"ps";"nt";"db";"ag";"ht";"ap";"go";"ci";"cb";"cn"
"192";"94099";"Dzemaili";"Blerim";"Dzemaili";"6";"3";"SUI";1986-04-12;"28";"179";"2";"0";"50067";"Galatasaray";"TUR"
"193";"1901682";"Emre Çolak";"";"Emre Çolak";"52";"3";"TUR";1991-05-20;"23";"168";"0";"0";"50067";"Galatasaray";"TUR"
"194";"250013120";"Eray İşcan";"";"Eray İşcan";"67";"1";"TUR";1991-07-19;"23";"195";"0";"0";"50067";"Galatasaray";"TUR"
"195";"250002677";"Felipe Melo";"";"Felipe Melo";"3";"3";"BRA";1983-06-26;"31";"183";"2";"0";"50067";"Galatasaray";"TUR"
"196";"107293";"Furkan Özçal";"";"Furkan Özçal";"20";"3";"TUR";1990-09-03;"24";NA;"0";"0";"50067";"Galatasaray";"TUR"
"197";"66787";"Gökhan Zan";"";"Gökhan Zan";"5";"2";"TUR";1981-09-07;"33";"191";"0";"0";"50067";"Galatasaray";"TUR"
"198";"61752";"Hakan Balta";"";"Hakan Balta";"22";"2";"TUR";1983-03-23;"31";"184";"0";"0";"50067";"Galatasaray";"TUR"
"199";"58613";"Hamit Altıntop";"";"Hamit Altıntop";"4";"3";"TUR";1982-12-08;"31";"183";"1";"0";"50067";"Galatasaray";"TUR"
"200";"1905755";"Muslera";"Fernando";"Muslera";"1";"1";"URU";1986-06-16;"28";"190";"2";"0";"50067";"Galatasaray";"TUR"
"201";"74637";"Olcan Adın";"";"Olcan Adın";"29";"3";"TUR";1985-09-30;"29";NA;"0";"0";"50067";"Galatasaray";"TUR"
"202";"52148";"Pandev";"Goran";"Pandev";"19";"4";"MKD";1983-07-27;"31";"184";"2";"0";"50067";"Galatasaray";"TUR"
"203";"62307";"Selçuk İnan";"";"Selçuk İnan";"8";"3";"TUR";1985-02-10;"29";"182";"1";"0";"50067";"Galatasaray";"TUR"
"204";"107285";"Semih Kaya";"";"Semih Kaya";"26";"2";"TUR";1991-02-24;"23";"182";"2";"0";"50067";"Galatasaray";"TUR"
"205";"98069";"Sinan Bolat";"";"Sinan Bolat";"38";"1";"TUR";1988-09-03;"26";"188";"0";"0";"50067";"Galatasaray";"TUR"
"206";"57132";"Sneijder";"Wesley";"Sneijder";"10";"3";"NED";1984-06-09;"30";"170";"2";"0";"50067";"Galatasaray";"TUR"
"207";"250013144";"Tarık Çamdal";"";"Tarık Çamdal";"77";"2";"TUR";1991-03-24;"23";NA;"1";"0";"50067";"Galatasaray";"TUR"
"208";"61369";"Umut Bulut";"";"Umut Bulut";"9";"4";"TUR";1983-03-15;"31";"184";"2";"0";"50067";"Galatasaray";"TUR"
"209";"250051206";"Veysel Sarı";"";"Veysel Sarı";"88";"2";"TUR";1988-07-25;"26";NA;"2";"0";"50067";"Galatasaray";"TUR"
"210";"250003423";"Yasin Öztekin";"";"Yasin Öztekin";"23";"3";"TUR";1987-03-19;"27";NA;"0";"0";"50067";"Galatasaray";"TUR"
"211";"250027285";"Yekta Kurtuluş";"";"Yekta Kurtuluş";"35";"3";"TUR";1985-12-11;"28";"173";"1";"0";"50067";"Galatasaray";"TUR"
"212";"250063999";"Acheampong";"Frank";"Acheampong";"18";"4";"GHA";1993-10-16;"20";"169";"2";"0";"50074";"Anderlecht";"BEL"
"213";"250063998";"Alvarez";"Oswal";"Alvarez";"17";"4";"COL";1995-06-11;"19";"178";"0";"0";"50074";"Anderlecht";"BEL"
"214";"250064328";"Bastien";"Samuel";"Bastien";"34";"3";"BEL";1996-09-26;"18";NA;"0";"0";"50074";"Anderlecht";"BEL"
"215";"250025807";"Colin";"Maxime";"Colin";"12";"2";"FRA";1991-11-15;"22";NA;"0";"0";"50074";"Anderlecht";"BEL"
"216";"34929";"Conté";"Ibrahima";"Conté";"20";"4";"GUI";1991-04-03;"23";NA;"2";"0";"50074";"Anderlecht";"BEL"
"217";"250006749";"Cyriac";"";"Cyriac";"15";"4";"CIV";1990-08-15;"24";"174";"1";"0";"50074";"Anderlecht";"BEL"
"218";"93170";"Defour";"Steven";"Defour";"16";"3";"BEL";1988-04-15;"26";"173";"2";"0";"50074";"Anderlecht";"BEL"
"219";"60708";"Deschacht";"Olivier";"Deschacht";"3";"2";"BEL";1981-02-16;"33";"183";"2";"0";"50074";"Anderlecht";"BEL"
"220";"250058139";"Heylen";"Michael";"Heylen";"24";"2";"BEL";1994-01-03;"20";NA;"0";"0";"50074";"Anderlecht";"BEL"
"221";"250022854";"Kabasele";"Nathan";"Kabasele";"42";"4";"BEL";1994-01-14;"20";NA;"1";"0";"50074";"Anderlecht";"BEL"
"222";"250056632";"Kawaya";"Andy";"Kawaya";"38";"4";"BEL";1996-08-23;"18";NA;"0";"0";"50074";"Anderlecht";"BEL"
"223";"250017039";"Kljestan";"Sacha";"Kljestan";"19";"3";"USA";1985-09-09;"29";"185";"1";"0";"50074";"Anderlecht";"BEL"
"224";"250022356";"Kudimbana";"Nicaise";"Kudimbana";"26";"1";"BEL";1987-01-21;"27";NA;"0";"0";"50074";"Anderlecht";"BEL"
"225";"250064337";"Leya Iseka";"Aaron";"Leya Iseka";"35";"4";"COD";1997-11-15;"16";NA;"0";"0";"50074";"Anderlecht";"BEL"
"226";"250057925";"Matthys";"Hervé";"Matthys";"37";"2";"BEL";1996-01-19;"18";NA;"0";"0";"50074";"Anderlecht";"BEL"
"227";"250063997";"Mbemba";"Chancel";"Mbemba";"22";"2";"COD";1994-08-08;"20";"182";"2";"0";"50074";"Anderlecht";"BEL"
"228";"250042869";"A. Mitrović";"Aleksandar";"Mitrović";"45";"4";"SRB";1994-09-16;"20";"189";"2";"0";"50074";"Anderlecht";"BEL"
"229";"250059213";"Najar";"Andy";"Najar";"7";"4";"HON";1993-03-16;"21";"170";"2";"0";"50074";"Anderlecht";"BEL"
"230";"1902142";"N'Sakala";"Fabrice";"N'Sakala";"2";"2";"FRA";1990-07-21;"24";"178";"0";"0";"50074";"Anderlecht";"BEL"
"231";"250019243";"Nuytinck";"Bram";"Nuytinck";"14";"2";"NED";1990-05-04;"24";"183";"2";"0";"50074";"Anderlecht";"BEL"
"232";"250023003";"Praet";"Dennis";"Praet";"10";"3";"BEL";1994-05-14;"20";NA;"2";"1";"50074";"Anderlecht";"BEL"
"233";"64070";"Proto";"Silvio";"Proto";"1";"1";"BEL";1983-05-23;"31";"184";"1";"0";"50074";"Anderlecht";"BEL"
"234";"250022358";"Roef";"Davy";"Roef";"33";"1";"BEL";1994-02-06;"20";NA;"1";"0";"50074";"Anderlecht";"BEL"
"235";"250002324";"Suárez";"Matías";"Suárez";"9";"4";"ARG";1988-05-09;"26";"176";"2";"0";"50074";"Anderlecht";"BEL"
"236";"250064006";"Tielemans";"Youri";"Tielemans";"31";"3";"BEL";1997-05-07;"17";NA;"2";"0";"50074";"Anderlecht";"BEL"
"237";"74684";"Vanden Borre";"Anthony";"Vanden Borre";"39";"2";"BEL";1987-10-24;"26";"190";"0";"0";"50074";"Anderlecht";"BEL"
"238";"250075806";"Wigor";"";"Wigor";"40";"3";"BRA";1995-01-07;"19";NA;"0";"0";"50074";"Anderlecht";"BEL"
"239";"98593";"Adriano";"";"Adriano";"21";"2";"BRA";1984-10-26;"29";"172";"1";"0";"50080";"Barcelona";"ESP"
"240";"250010245";"Bartra";"Marc";"Bartra";"15";"2";"ESP";1991-01-15;"23";"183";"1";"0";"50080";"Barcelona";"ESP"
"241";"250075672";"Bravo";"Claudio";"Bravo";"13";"1";"ESP";1983-04-13;"31";NA;"0";"0";"50080";"Barcelona";"ESP"
"242";"250002704";"Busquets";"Sergio";"Busquets";"5";"3";"ESP";1988-07-16;"26";"189";"1";"0";"50080";"Barcelona";"ESP"
"243";"95724";"Daniel Alves";"";"Daniel Alves";"22";"2";"BRA";1983-05-06;"31";"173";"2";"0";"50080";"Barcelona";"ESP"
"244";"250075673";"Diagné";"Diawandou";"Diagné";"33";"2";"SEN";1994-07-28;"20";NA;"0";"0";"50080";"Barcelona";"ESP"
"245";"250075674";"Douglas";"";"Douglas";"16";"2";"BRA";1990-08-06;"24";NA;"0";"0";"50080";"Barcelona";"ESP"
"246";"250040546";"Edgar Ié";"";"Edgar Ié";"32";"2";"POR";1994-05-01;"20";NA;"0";"0";"50080";"Barcelona";"ESP"
"247";"250063866";"El Haddadi";"Munir";"El Haddadi";"31";"4";"ESP";1995-09-01;"19";NA;"2";"0";"50080";"Barcelona";"ESP"
"248";"250042422";"Grimaldo";"Alejandro";"Grimaldo";"28";"2";"ESP";1995-09-20;"19";NA;"0";"0";"50080";"Barcelona";"ESP"
"249";"250054373";"Halilović";"Alen";"Halilović";"30";"3";"CRO";1996-06-18;"18";"170";"0";"0";"50080";"Barcelona";"ESP"
"250";"58031";"Iniesta";"Andrés";"Iniesta";"8";"3";"ESP";1984-05-11;"30";"170";"2";"0";"50080";"Barcelona";"ESP"
"251";"250000036";"Jordi Alba";"";"Jordi Alba";"18";"2";"ESP";1989-03-21;"25";"170";"1";"0";"50080";"Barcelona";"ESP"
"252";"104264";"Mascherano";"Javier";"Mascherano";"14";"2";"ARG";1984-06-08;"30";"174";"1";"0";"50080";"Barcelona";"ESP"
"253";"104025";"Masip";"Jordi";"Masip";"25";"1";"ESP";1989-01-03;"25";NA;"0";"0";"50080";"Barcelona";"ESP"
"254";"65012";"Mathieu";"Jérémy";"Mathieu";"24";"2";"FRA";1983-10-29;"30";"192";"1";"0";"50080";"Barcelona";"ESP"
"255";"95803";"Messi";"Lionel";"Messi";"10";"4";"ARG";1987-06-24;"27";"169";"2";"1";"50080";"Barcelona";"ESP"
"256";"1909529";"Montoya";"Martín";"Montoya";"2";"2";"ESP";1991-04-14;"23";"174";"0";"0";"50080";"Barcelona";"ESP"
"257";"250039508";"Neymar";"";"Neymar";"11";"4";"BRA";1992-02-05;"22";"175";"2";"1";"50080";"Barcelona";"ESP"
"258";"250063871";"Ondoa";"Fabrice";"Ondoa";"34";"1";"CMR";1995-12-24;"18";NA;"0";"0";"50080";"Barcelona";"ESP"
"259";"250002701";"Pedro Rodríguez";"";"Pedro Rodríguez";"7";"4";"ESP";1987-07-28;"27";"169";"1";"0";"50080";"Barcelona";"ESP"
"260";"93148";"Piqué";"Gerard";"Piqué";"3";"2";"ESP";1987-02-02;"27";"192";"1";"1";"50080";"Barcelona";"ESP"
"261";"250013895";"Rafinha";"";"Rafinha";"12";"3";"ESP";1993-02-12;"21";NA;"1";"0";"50080";"Barcelona";"ESP"
"262";"97744";"Rakitić";"Ivan";"Rakitić";"4";"3";"CRO";1988-03-10;"26";"184";"1";"0";"50080";"Barcelona";"ESP"
"263";"250042431";"S. Ramírez";"Sandro";"Ramírez";"29";"4";"ESP";1995-07-09;"19";NA;"2";"0";"50080";"Barcelona";"ESP"
"264";"250042429";"Samper";"Sergi";"Samper";"26";"3";"ESP";1995-01-20;"19";NA;"1";"0";"50080";"Barcelona";"ESP"
"265";"250006092";"Sergi Roberto";"";"Sergi Roberto";"20";"3";"ESP";1992-02-07;"22";"177";"1";"0";"50080";"Barcelona";"ESP"
"266";"106375";"Suárez";"Luis";"Suárez";"9";"4";"URU";1987-01-24;"27";"181";"0";"0";"50080";"Barcelona";"ESP"
"267";"250007631";"ter Stegen";"Marc-André";"ter Stegen";"1";"1";"GER";1992-04-30;"22";"189";"2";"0";"50080";"Barcelona";"ESP"
"268";"250056274";"Traoré";"Adama";"Traoré";"27";"4";"ESP";1996-01-25;"18";NA;"0";"0";"50080";"Barcelona";"ESP"
"269";"71982";"Vermaelen";"Thomas";"Vermaelen";"23";"2";"BEL";1985-11-14;"28";"180";"0";"0";"50080";"Barcelona";"ESP"
"270";"35018";"Xavi Hernández";"";"Xavi Hernández";"6";"3";"ESP";1980-01-25;"34";"170";"2";"0";"50080";"Barcelona";"ESP"
"271";"250025456";"Bellarabi";"Karim";"Bellarabi";"38";"3";"GER";1990-04-08;"24";"183";"4";"1";"50109";"Leverkusen";"GER"
"272";"103790";"Bender";"Lars";"Bender";"8";"3";"GER";1989-04-27;"25";"183";"2";"0";"50109";"Leverkusen";"GER"
"273";"250067641";"Boeder";"Lukas";"Boeder";"33";"2";"GER";1997-04-18;"17";NA;"0";"0";"50109";"Leverkusen";"GER"
"274";"103586";"Boenisch";"Sebastian";"Boenisch";"17";"2";"POL";1987-02-01;"27";"191";"3";"0";"50109";"Leverkusen";"GER"
"275";"250046522";"Brandt";"Julian";"Brandt";"19";"4";"GER";1996-05-02;"18";"183";"1";"0";"50109";"Leverkusen";"GER"
"276";"95293";"Castro";"Gonzalo";"Castro";"27";"3";"GER";1987-06-11;"27";"171";"3";"0";"50109";"Leverkusen";"GER"
"277";"250016023";"Donati";"Giulio";"Donati";"26";"2";"ITA";1990-02-05;"24";"179";"3";"0";"50109";"Leverkusen";"GER"
"278";"250017664";"Drmić";"Josip";"Drmić";"9";"4";"SUI";1992-08-08;"22";NA;"4";"0";"50109";"Leverkusen";"GER"
"279";"250022829";"Hakan Çalhanoğlu";"";"Hakan Çalhanoğlu";"10";"3";"TUR";1994-02-08;"20";NA;"4";"2";"50109";"Leverkusen";"GER"
"280";"98870";"Hilbert";"Roberto";"Hilbert";"13";"2";"GER";1984-10-16;"29";"182";"1";"0";"50109";"Leverkusen";"GER"
"281";"250042622";"Jedvaj";"Tin";"Jedvaj";"16";"2";"CRO";1995-11-28;"18";NA;"3";"0";"50109";"Leverkusen";"GER"
"282";"98328";"Kiessling";"Stefan";"Kiessling";"11";"4";"GER";1984-01-25;"30";"191";"4";"4";"50109";"Leverkusen";"GER"
"283";"57892";"Krešić";"Dario";"Krešić";"25";"1";"CRO";1984-01-11;"30";"199";"0";"0";"50109";"Leverkusen";"GER"
"284";"250039088";"Kruse";"Robbie";"Kruse";"23";"4";"AUS";1988-10-05;"25";"179";"0";"0";"50109";"Leverkusen";"GER"
"285";"250007620";"Leno";"Bernd";"Leno";"1";"1";"GER";1992-03-04;"22";"188";"4";"0";"50109";"Leverkusen";"GER"
"286";"250040599";"Lomb";"Niklas";"Lomb";"36";"1";"GER";1993-07-28;"21";"188";"0";"0";"50109";"Leverkusen";"GER"
"287";"250000927";"Ömer Toprak";"";"Ömer Toprak";"21";"2";"TUR";1989-07-21;"25";"186";"4";"0";"50109";"Leverkusen";"GER"
"288";"250055655";"Öztunali";"Levin";"Öztunali";"15";"3";"GER";1996-03-15;"18";"183";"1";"0";"50109";"Leverkusen";"GER"
"289";"1901610";"K. Papadopoulos";"Kyriakos";"Papadopoulos";"14";"2";"GRE";1992-02-23;"22";"183";"1";"0";"50109";"Leverkusen";"GER"
"290";"103142";"Reinartz";"Stefan";"Reinartz";"3";"3";"GER";1989-01-01;"25";"189";"3";"0";"50109";"Leverkusen";"GER"
"291";"57631";"Rolfes";"Simon";"Rolfes";"6";"3";"GER";1982-01-21;"32";"189";"2";"0";"50109";"Leverkusen";"GER"
"292";"250043463";"Son Heung-Min";"";"Son Heung-Min";"7";"4";"KOR";1992-07-08;"22";"183";"4";"3";"50109";"Leverkusen";"GER"
"293";"65535";"Spahić";"Emir";"Spahić";"5";"2";"BIH";1980-08-18;"34";"186";"4";"0";"50109";"Leverkusen";"GER"
"294";"250074376";"Wendell";"";"Wendell";"18";"2";"BRA";1993-07-20;"21";NA;"1";"0";"50109";"Leverkusen";"GER"
"295";"250024897";"Yurchenko";"Vladlen";"Yurchenko";"35";"3";"UKR";1994-01-22;"20";NA;"0";"0";"50109";"Leverkusen";"GER"
"296";"48516";"Alexandrou";"Nektarios";"Alexandrou";"11";"3";"CYP";1983-12-19;"30";"182";"1";"0";"50118";"APOEL";"CYP"
"297";"48517";"Aloneftis";"Stathis";"Aloneftis";"46";"3";"CYP";1983-03-29;"31";NA;"3";"1";"50118";"APOEL";"CYP"
"298";"1903914";"Antoniades";"Marios";"Antoniades";"15";"2";"CYP";1990-05-14;"24";NA;"6";"0";"50118";"APOEL";"CYP"
"299";"250006179";"Artymatas";"Kostakis";"Artymatas";"4";"3";"CYP";1993-04-15;"21";NA;"0";"0";"50118";"APOEL";"CYP"
"300";"250030929";"Carlão";"";"Carlão";"5";"2";"BRA";1986-01-19;"28";NA;"6";"0";"50118";"APOEL";"CYP"
"301";"43504";"Charalambides";"Constantinos";"Charalambides";"10";"3";"CYP";1981-07-25;"33";"172";"4";"0";"50118";"APOEL";"CYP"
"302";"28521";"Chiotis";"Dionisios";"Chiotis";"22";"1";"GRE";1977-06-04;"37";"182";"0";"0";"50118";"APOEL";"CYP"
"303";"250032975";"Christofides";"Andreas";"Christofides";"25";"2";"CYP";1992-10-14;"21";NA;"0";"0";"50118";"APOEL";"CYP"
"304";"250073771";"De Vincenti";"Tomás";"De Vincenti";"30";"4";"ARG";1989-02-09;"25";NA;"6";"3";"50118";"APOEL";"CYP"
"305";"66118";"Djebbour";"Rafik";"Djebbour";"79";"4";"ALG";1984-03-08;"30";"183";"3";"0";"50118";"APOEL";"CYP"
"306";"98143";"Efrem";"George";"Efrem";"7";"3";"CYP";1989-07-05;"25";NA;"4";"0";"50118";"APOEL";"CYP"
"307";"250064524";"Ioannou";"Nicholas";"Ioannou";"44";"2";"CYP";1995-11-10;"18";NA;"1";"0";"50118";"APOEL";"CYP"
"308";"250003723";"João Guilherme";"";"João Guilherme";"3";"2";"BRA";1986-04-21;"28";"185";"6";"0";"50118";"APOEL";"CYP"
"309";"250001816";"Kaká";"";"Kaká";"73";"2";"BRA";1981-05-16;"33";"186";"0";"0";"50118";"APOEL";"CYP"
"310";"98131";"Kissas";"Tasos";"Kissas";"88";"1";"CYP";1988-01-18;"26";"182";"0";"0";"50118";"APOEL";"CYP"
"311";"250020176";"Manduca";"Gustavo";"Manduca";"21";"3";"BRA";1980-06-08;"34";"180";"4";"1";"50118";"APOEL";"CYP"
"312";"66446";"Mário Sérgio";"";"Mário Sérgio";"28";"2";"POR";1981-07-28;"33";NA;"6";"0";"50118";"APOEL";"CYP"
"313";"70969";"Nuno Morais";"";"Nuno Morais";"26";"3";"POR";1984-01-29;"30";"185";"6";"0";"50118";"APOEL";"CYP"
"314";"250042011";"Papafotis";"Vasilios";"Papafotis";"31";"3";"CYP";1995-08-10;"19";NA;"0";"0";"50118";"APOEL";"CYP"
"315";"108847";"Papazoglou";"Tasos";"Papazoglou";"23";"2";"GRE";1988-09-24;"26";"183";"2";"0";"50118";"APOEL";"CYP"
"316";"250002235";"Pardo";"Urko";"Pardo";"78";"1";"ESP";1983-01-28;"31";"193";"6";"0";"50118";"APOEL";"CYP"
"317";"34234";"John Arne Riise";"John Arne";"Riise";"6";"2";"NOR";1980-09-24;"34";"185";"0";"0";"50118";"APOEL";"CYP"
"318";"102624";"Sheridan";"Cillian";"Sheridan";"9";"4";"IRL";1989-02-23;"25";NA;"6";"3";"50118";"APOEL";"CYP"
"319";"250014080";"Sotiriou";"Pieros";"Sotiriou";"20";"4";"CYP";1993-01-13;"21";NA;"1";"0";"50118";"APOEL";"CYP"
"320";"1902470";"Tiago Gomes";"";"Tiago Gomes";"8";"3";"POR";1985-08-19;"29";NA;"6";"0";"50118";"APOEL";"CYP"
"321";"106810";"Vinicius";"";"Vinicius";"16";"3";"BRA";1986-05-16;"28";NA;"6";"2";"50118";"APOEL";"CYP"
"322";"250075546";"Aitor";"";"Aitor";"47";"2";"ESP";1994-08-13;"20";NA;"0";"0";"50124";"Atlético";"ESP"
"323";"250075539";"Alex";"";"Alex";"37";"2";"ESP";1996-01-26;"18";NA;"0";"0";"50124";"Atlético";"ESP"
"324";"250008001";"Ansaldi";"Cristian";"Ansaldi";"15";"2";"ARG";1986-09-20;"28";"178";"2";"0";"50124";"Atlético";"ESP"
"325";"74850";"Arda Turan";"";"Arda Turan";"10";"3";"TUR";1987-01-30;"27";"176";"2";"1";"50124";"Atlético";"ESP"
"326";"250075538";"Benjamín";"";"Benjamín";"27";"3";"GHA";1994-01-04;"20";NA;"0";"0";"50124";"Atlético";"ESP"
"327";"250017728";"Borja Galán";"";"Borja Galán";"32";"4";"ESP";1993-04-26;"21";"180";"0";"0";"50124";"Atlético";"ESP"
"328";"250042428";"Borja Martínez";"";"Borja Martínez";"38";"3";"ESP";1995-02-08;"19";NA;"0";"0";"50124";"Atlético";"ESP"
"329";"250075543";"Borja París";"";"Borja París";"43";"2";"ESP";1994-01-18;"20";NA;"0";"0";"50124";"Atlético";"ESP"
"330";"250056283";"Canedo";"Santi";"Canedo";"30";"1";"ESP";1996-02-23;"18";NA;"0";"0";"50124";"Atlético";"ESP"
"331";"250075545";"Carlos Ramos";"";"Carlos Ramos";"46";"3";"ESP";1994-08-31;"20";NA;"0";"0";"50124";"Atlético";"ESP"
"332";"73064";"Cerci";"Alessio";"Cerci";"22";"4";"ITA";1987-07-23;"27";"180";"1";"0";"50124";"Atlético";"ESP"
"333";"250075540";"Chipi";"";"Chipi";"39";"2";"ESP";1996-03-13;"18";NA;"0";"0";"50124";"Atlético";"ESP"
"334";"106460";"Cristian Rodríguez";"";"Cristian Rodríguez";"21";"3";"URU";1985-09-30;"29";"178";"0";"0";"50124";"Atlético";"ESP"
"335";"250075544";"Fede Prieto";"";"Fede Prieto";"45";"3";"ESP";1996-04-12;"18";NA;"0";"0";"50124";"Atlético";"ESP"
"336";"93951";"Gabi";"";"Gabi";"14";"3";"ESP";1983-07-10;"31";"179";"1";"0";"50124";"Atlético";"ESP"
"337";"250008066";"Gámez";"Jesús";"Gámez";"18";"2";"ESP";1985-04-10;"29";"182";"0";"0";"50124";"Atlético";"ESP"
"338";"250063505";"Giménez";"José María";"Giménez";"24";"2";"URU";1995-01-20;"19";"185";"0";"0";"50124";"Atlético";"ESP"
"339";"1906224";"Godín";"Diego";"Godín";"2";"2";"URU";1986-02-16;"28";"185";"2";"0";"50124";"Atlético";"ESP"
"340";"250019498";"Griezmann";"Antoine";"Griezmann";"7";"3";"FRA";1991-03-21;"23";"176";"2";"1";"50124";"Atlético";"ESP"
"341";"250065637";"Ian González";"";"Ian González";"34";"4";"ESP";1993-02-11;"21";NA;"0";"0";"50124";"Atlético";"ESP"
"342";"250060115";"Jiménez";"Raúl";"Jiménez";"11";"4";"MEX";1991-05-05;"23";NA;"0";"0";"50124";"Atlético";"ESP"
"343";"250075541";"Juan Moreno";"";"Juan Moreno";"41";"3";"ESP";1997-05-11;"17";NA;"0";"0";"50124";"Atlético";"ESP"
"344";"69172";"Juanfran";"";"Juanfran";"20";"2";"ESP";1985-01-09;"29";"182";"2";"0";"50124";"Atlético";"ESP"
"345";"250068441";"Kevin";"";"Kevin";"29";"3";"COL";1996-01-18;"18";NA;"0";"0";"50124";"Atlético";"ESP"
"346";"1909917";"Koke";"";"Koke";"6";"3";"ESP";1992-01-08;"22";"178";"2";"0";"50124";"Atlético";"ESP"
"347";"250063803";"Lucas";"";"Lucas";"28";"2";"FRA";1996-02-14;"18";NA;"0";"0";"50124";"Atlético";"ESP"
"348";"99350";"Mandžukić";"Mario";"Mandžukić";"9";"4";"CRO";1986-05-21;"28";"186";"2";"1";"50124";"Atlético";"ESP"
"349";"93156";"Mario Suárez";"";"Mario Suárez";"4";"3";"ESP";1987-02-24;"27";"189";"2";"0";"50124";"Atlético";"ESP"
"350";"250038946";"Miranda";"";"Miranda";"23";"2";"BRA";1984-09-07;"30";"185";"2";"0";"50124";"Atlético";"ESP"
"351";"58032";"Moyà";"Miguel Ángel";"Moyà";"1";"1";"ESP";1984-04-02;"30";"187";"1";"0";"50124";"Atlético";"ESP"
"352";"250053746";"Nacho Monsalve";"";"Nacho Monsalve";"40";"2";"ESP";1994-04-27;"20";NA;"0";"0";"50124";"Atlético";"ESP"
"353";"250075542";"Neila";"Alejandro";"Neila";"42";"2";"ESP";1996-01-18;"18";NA;"0";"0";"50124";"Atlético";"ESP"
"354";"250012069";"Oblak";"Jan";"Oblak";"13";"1";"SVN";1993-01-07;"21";"186";"1";"0";"50124";"Atlético";"ESP"
"355";"98674";"Raúl García";"";"Raúl García";"8";"3";"ESP";1986-07-11;"28";"183";"2";"0";"50124";"Atlético";"ESP"
"356";"250017725";"Saúl Ñíguez";"";"Saúl Ñíguez";"17";"3";"ESP";1994-11-21;"19";NA;"2";"0";"50124";"Atlético";"ESP"
"357";"250064116";"Siqueira";"Guilherme";"Siqueira";"3";"2";"ITA";1986-04-28;"28";"183";"1";"0";"50124";"Atlético";"ESP"
"358";"52694";"Tiago";"";"Tiago";"5";"3";"POR";1981-05-02;"33";"183";"1";"0";"50124";"Atlético";"ESP"
"359";"250075547";"Villa";"Samuel";"Villa";"49";"4";"ESP";1994-09-16;"20";NA;"0";"0";"50124";"Atlético";"ESP"
"360";"250075548";"Xu Xin";"";"Xu Xin";"51";"3";"CHN";1994-04-19;"20";NA;"0";"0";"50124";"Atlético";"ESP"
"361";"250056940";"Aketxe";"Ager";"Aketxe";"23";"3";"ESP";1993-12-30;"20";NA;"1";"0";"50125";"Athletic";"ESP"
"362";"250074667";"Alvarez";"Yerai";"Alvarez";"44";"2";"ESP";1995-01-24;"19";NA;"0";"0";"50125";"Athletic";"ESP"
"363";"74932";"Iraola";"";"Andoni Iraola";"15";"2";"ESP";1982-06-22;"32";"182";"1";"0";"50125";"Athletic";"ESP"
"364";"250015849";"Aritz Aduriz";"";"Aritz Aduriz";"20";"4";"ESP";1981-02-11;"33";"181";"4";"3";"50125";"Athletic";"ESP"
"365";"250039900";"Arrizabalaga";"Kepa";"Arrizabalaga";"28";"1";"ESP";1994-10-03;"19";NA;"0";"0";"50125";"Athletic";"ESP"
"366";"250006090";"Aurtenetxe";"Jon";"Aurtenetxe";"3";"2";"ESP";1992-01-03;"22";"182";"0";"0";"50125";"Athletic";"ESP"
"367";"1902635";"Balenziaga";"Mikel";"Balenziaga";"24";"2";"ESP";1988-02-29;"26";NA;"4";"0";"50125";"Athletic";"ESP"
"368";"93146";"Beñat";"";"Beñat";"7";"3";"ESP";1987-02-19;"27";"179";"4";"0";"50125";"Athletic";"ESP"
"369";"250056941";"Bengoa";"Martin";"Bengoa";"43";"3";"ESP";1994-11-21;"19";NA;"0";"0";"50125";"Athletic";"ESP"
"370";"250074668";"Bilbao";"Unai";"Bilbao";"31";"2";"ESP";1994-02-04;"20";NA;"0";"0";"50125";"Athletic";"ESP"
"371";"250074332";"Bustinza";"Unai";"Bustinza";"12";"2";"ESP";1992-02-02;"22";NA;"0";"0";"50125";"Athletic";"ESP"
"372";"250010930";"De Marcos";"Óscar";"de Marcos";"10";"3";"ESP";1989-04-14;"25";"180";"4";"0";"50125";"Athletic";"ESP"
"373";"250053262";"Etxeberria";"Markel";"Etxeberria";"32";"2";"ESP";1995-02-15;"19";NA;"0";"0";"50125";"Athletic";"ESP"
"374";"250008373";"Etxeita";"Xabier";"Etxeita";"16";"2";"ESP";1987-10-31;"26";NA;"0";"0";"50125";"Athletic";"ESP"
"375";"250042425";"Gil";"Óscar";"Gil";"33";"3";"ESP";1995-06-14;"19";NA;"0";"0";"50125";"Athletic";"ESP"
"376";"250017729";"Guillermo Fernández";"";"Guillermo Fernández";"22";"4";"ESP";1993-05-23;"21";"178";"1";"0";"50125";"Athletic";"ESP"
"377";"95672";"Gurpegi";"Carlos";"Gurpegi";"18";"2";"ESP";1980-08-19;"34";"181";"3";"0";"50125";"Athletic";"ESP"
"378";"250010931";"Iago Herrerín";"";"Iago Herrerín";"13";"1";"ESP";1988-01-25;"26";"187";"0";"0";"50125";"Athletic";"ESP"
"379";"250020414";"Ibai Gómez";"";"Ibai Gómez";"11";"3";"ESP";1989-11-11;"24";"177";"4";"1";"50125";"Athletic";"ESP"
"380";"101603";"Gorka Iraizoz";"Gorka";"Iraizoz";"1";"1";"ESP";1981-03-06;"33";"191";"4";"0";"50125";"Athletic";"ESP"
